Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
1844,FA-14255-20190204,2019-02-04,2019-02-08,Second Class,FA-14255,Corporate/Retail,TEC-MON-10001986,Tech Products,Monitors,31.4582882722696,1,0.1,-47.9654522030972
1845,GW-14630-20210728,2021-07-28,2021-08-01,Low-Cost Shipping,GW-14630,Personal,STA-PEN-10003027,Stationary,Pens,116.274953534183,5,0.15,1.01581629091739
1846,DA-13475-20210107,2021-01-07,2021-01-11,Second Class,DA-13475,Work from Home,BOO-ROM-10001804,Books,Romance,3.80207913602751,5,0.15,27.9893930708428
1847,DA-13475-20210110,2021-01-10,2021-01-14,Second Class,DA-13475,Work from Home,TEC-MON-10004973,Tech Products,Monitors,44.1862092861967,4,0.15,0.203409452188808
1848,FH-14300-20210908,2021-09-08,2021-09-12,Low-Cost Shipping,FH-14300,Corporate/Retail,TEC-NET-10002602,Tech Products,Networking,293.747561913625,5,0,25.5781808565888
1849,FH-14300-20210904,2021-09-04,2021-09-08,Low-Cost Shipping,FH-14300,Corporate/Retail,BOO-MYS-10004140,Books,Mystery,9.61739244987103,4,0.1,2.44630728794641
1850,RK-19325-20190714,2019-07-14,2019-07-18,Second Class,RK-19325,Personal,BOO-SCI-10000464,Books,Sci-Fi,2.89424939779897,3,0.15,14.4863406113606
1851,RK-19325-20190717,2019-07-17,2019-07-21,Second Class,RK-19325,Personal,STA-PEN-10002253,Stationary,Pens,454.153130311275,4,0.15,114.39564399002
1852,RK-19325-20190715,2019-07-15,2019-07-19,Second Class,RK-19325,Personal,BOO-ROM-10000528,Books,Romance,28.2404197760486,4,0.1,14.4829569079827
1853,RK-19325-20190715,2019-07-15,2019-07-19,Second Class,RK-19325,Personal,BOO-FAN-10000483,Books,Fantasy,194.938034069768,9,0.15,41.5995686291413
1854,RK-19325-20190720,2019-07-20,2019-07-24,Second Class,RK-19325,Personal,BOO-ROM-10003129,Books,Romance,92.6576632178942,1,0.15,13.7628517615604
1855,RK-19325-20190714,2019-07-14,2019-07-18,Second Class,RK-19325,Personal,BOO-SCI-10003442,Books,Sci-Fi,255.226895950042,4,0.5,23.7373654522391
1856,FM-14240-20180612,2018-06-12,2018-06-16,Low-Cost Shipping,FM-14240,Corporate/Retail,BOO-GRA-10003631,Books,Graphic Novels,11.8490078485033,5,0.15,0.473602856911627
1857,AC-10445-20210510,2021-05-10,2021-05-14,Second Class,AC-10445,Corporate/Retail,BOO-SCI-10000563,Books,Sci-Fi,9.68224810449459,4,0.5,-8.25147296601009
1858,AC-10445-20210512,2021-05-12,2021-05-16,Second Class,AC-10445,Corporate/Retail,BOO-MYS-10002133,Books,Mystery,39.0823094271967,6,0.1,-67.8058004678297
1859,JB-15425-20190828,2019-08-28,2019-09-01,First Class,JB-15425,Corporate/Retail,BOO-CLA-10002311,Books,Classics,246.408993746519,1,0.1,66.7641258877728
1860,JB-15425-20190903,2019-09-03,2019-09-07,First Class,JB-15425,Corporate/Retail,STA-MIS-10004959,Stationary,Miscellaneous,30.1169315135518,3,0.15,4.34681563612815
1861,GM-14465-20210325,2021-03-25,2021-03-29,First Class,GM-14465,Personal,TEC-COM-10001918,Tech Products,Computer Equipment,102.897141442333,4,0.5,-44.694551540624
1862,GM-14465-20210321,2021-03-21,2021-03-25,First Class,GM-14465,Personal,STA-MIS-10004896,Stationary,Miscellaneous,172.638470925558,3,0.1,33.8711478744676
1863,RF-19865-20181111,2018-11-11,2018-11-15,Low-Cost Shipping,RF-19865,Personal,BOO-SCI-10001328,Books,Sci-Fi,92.6732234402004,6,0.15,9.60998423736477
1864,NC-18650-20201009,2020-10-09,2020-10-13,Low-Cost Shipping,NC-18650,Corporate/Retail,TEC-MOB-10004575,Tech Products,Mobile Devices,1354.01027269435,7,0.1,-43.6644932512307
1865,NC-18650-20201013,2020-10-13,2020-10-17,Low-Cost Shipping,NC-18650,Corporate/Retail,TEC-MON-10001617,Tech Products,Monitors,13.5140565334433,5,0.5,5.70532293642529
1866,NG-18380-20211106,2021-11-06,2021-11-10,Low-Cost Shipping,NG-18380,Corporate/Retail,STA-MIS-10002824,Stationary,Miscellaneous,14.3374322721161,2,0,-1.60517787372511
1867,AH-10100-20210411,2021-04-11,2021-04-15,First Class,AH-10100,Corporate/Retail,TEC-MON-10004460,Tech Products,Monitors,365.553685198644,7,0.1,79.5238131503797
1868,CH-12095-20190620,2019-06-20,2019-06-24,Low-Cost Shipping,CH-12095,Work from Home,BOO-ROM-10003309,Books,Romance,44.2451911361416,5,0.5,18.6284313949819
1869,CH-12095-20190624,2019-06-24,2019-06-28,Low-Cost Shipping,CH-12095,Work from Home,BOO-SCI-10002554,Books,Sci-Fi,148.245200654523,1,0.15,-6.91988457955995
1870,CC-12170-20200820,2020-08-20,2020-08-24,Second Class,CC-12170,Personal,BOO-ROM-10000019,Books,Romance,10.1245763021811,4,0.1,3.78406239807794
1871,ME-18035-20180716,2018-07-16,2018-07-20,Low-Cost Shipping,ME-18035,Corporate/Retail,BOO-GRA-10002067,Books,Graphic Novels,140.620796774286,7,0.5,40.9020774286851
1872,ME-18035-20180718,2018-07-18,2018-07-22,Low-Cost Shipping,ME-18035,Corporate/Retail,TEC-NET-10001215,Tech Products,Networking,478.282370246845,1,0.5,63.0303602930383
1873,ME-18035-20180721,2018-07-21,2018-07-25,Low-Cost Shipping,ME-18035,Corporate/Retail,TEC-MOB-10004175,Tech Products,Mobile Devices,3.81787138763303,4,0.15,45.2828496061805
1874,BP-11255-20211119,2021-11-19,2021-11-23,Low-Cost Shipping,BP-11255,Personal,TEC-MOB-10004767,Tech Products,Mobile Devices,68.5044745718605,4,0.5,19.3348445784632
1875,MP-17495-20180603,2018-06-03,2018-06-07,Low-Cost Shipping,MP-17495,Work from Home,BOO-ROM-10001685,Books,Romance,25.5262147748373,4,0.1,3.64886074978338
1876,CJ-12035-20200306,2020-03-06,2020-03-10,Low-Cost Shipping,CJ-12035,Personal,TEC-COM-10003272,Tech Products,Computer Equipment,222.233974156971,4,0.5,-28.6564026422525
1877,JC-15800-20210319,2021-03-19,2021-03-23,Low-Cost Shipping,JC-15800,Personal,STA-MIS-10000984,Stationary,Miscellaneous,505.125885848706,5,0.15,25.6917718844801
1878,JG-15185-20211227,2021-12-27,2021-12-31,Low-Cost Shipping,JG-15185,Personal,TEC-NET-10002880,Tech Products,Networking,200.126950308174,6,0.1,-69.3748430465635
1879,JG-15185-20211226,2021-12-26,2021-12-30,Low-Cost Shipping,JG-15185,Personal,STA-MIS-10002563,Stationary,Miscellaneous,578.345487507254,5,0.15,12.2454178868142
1880,CK-12785-20210327,2021-03-27,2021-03-31,Low-Cost Shipping,CK-12785,Corporate/Retail,BOO-MYS-10001191,Books,Mystery,52.7790699624026,11,0.15,-59.9588120779154
1881,LF-17210-20190301,2019-03-01,2019-03-05,Low-Cost Shipping,LF-17210,Personal,BOO-FAN-10002621,Books,Fantasy,10.4495808485918,5,0.1,1.66480600874052
1882,LF-17210-20190305,2019-03-05,2019-03-09,Low-Cost Shipping,LF-17210,Personal,TEC-NET-10001146,Tech Products,Networking,431.987869757739,9,0.5,41.9551060701327
1883,LF-17210-20190228,2019-02-28,2019-03-04,Low-Cost Shipping,LF-17210,Personal,BOO-SCI-10000689,Books,Sci-Fi,636.01933733854,6,0.5,12.5636675622788
1884,CC-12455-20201113,2020-11-13,2020-11-17,Low-Cost Shipping,CC-12455,Work from Home,BOO-ROM-10001289,Books,Romance,18.466084500507,6,0.15,53.1344774121584
1885,DL-12890-20210117,2021-01-17,2021-01-21,Second Class,DL-12890,Personal,BOO-HOR-10003714,Books,Horror,5.69046048719679,1,0.1,1.14625490793173
1886,PG-18920-20200416,2020-04-16,2020-04-20,Second Class,PG-18920,Personal,TEC-MON-10001889,Tech Products,Monitors,6.41508794279189,5,0.1,15.5768717912248
1887,EH-14030-20180510,2018-05-10,2018-05-14,First Class,EH-14030,Work from Home,BOO-HIS-10002815,Books,Historical,12.0822223590878,4,0.5,0.782343798561381
1888,EH-14030-20180510,2018-05-10,2018-05-14,First Class,EH-14030,Work from Home,BOO-MYS-10004519,Books,Mystery,597.250005087965,10,0.1,-394.586827988612
1889,TB-21545-20181017,2018-10-17,2018-10-21,First Class,TB-21545,Personal,BOO-CLA-10004708,Books,Classics,147.91230863631,6,0.5,11.9501122451664
1890,TB-21545-20181021,2018-10-21,2018-10-25,First Class,TB-21545,Personal,TEC-MOB-10000617,Tech Products,Mobile Devices,639.673024966173,2,0.15,-133.825486923756
1891,DK-13250-20180308,2018-03-08,2018-03-12,Low-Cost Shipping,DK-13250,Corporate/Retail,BOO-ROM-10001204,Books,Romance,2.37617223780047,1,0.1,9.11578836076981
1892,DK-13250-20180312,2018-03-12,2018-03-16,Low-Cost Shipping,DK-13250,Corporate/Retail,BOO-GRA-10003723,Books,Graphic Novels,6.53611812369342,3,0.5,0.873934568957364
1893,JP-15545-20211217,2021-12-17,2021-12-21,Second Class,JP-15545,Personal,BOO-FAN-10002621,Books,Fantasy,10.962094917581,4,0,4.81790165623648
1894,CD-12005-20201122,2020-11-22,2020-11-26,Low-Cost Shipping,CD-12005,Personal,BOO-ROM-10000241,Books,Romance,4.68697692634514,3,0.15,1.64625797670015
1895,AS-10115-20211202,2021-12-02,2021-12-06,First Class,AS-10115,Personal,BOO-GRA-10001446,Books,Graphic Novels,50.9841350244205,5,0.1,11.7696357969334
1896,JO-15305-20191226,2019-12-26,2019-12-30,Low-Cost Shipping,JO-15305,Personal,BOO-MYS-10004632,Books,Mystery,83.8215153171638,1,0.1,292.107563468817
1897,AC-10475-20211001,2021-10-01,2021-10-05,First Class,AC-10475,Personal,BOO-MYS-10001359,Books,Mystery,2070.26176489833,1,0.5,60.6405404067914
1898,RA-19970-20180823,2018-08-23,2018-08-27,Second Class,RA-19970,Personal,BOO-FAN-10001749,Books,Fantasy,6.66167760121582,1,0.5,2.76657424145559
1899,RA-19970-20180826,2018-08-26,2018-08-30,Second Class,RA-19970,Personal,BOO-MYS-10004390,Books,Mystery,984.780514699501,3,0.1,-428.606798928368
1900,RA-19970-20180828,2018-08-28,2018-09-01,Second Class,RA-19970,Personal,TEC-MOB-10001857,Tech Products,Mobile Devices,140.626390881475,5,0.1,-85.7557958466577
1901,Co-12665-20200626,2020-06-26,2020-06-30,Second Class,Co-12665,Personal,BOO-SCI-10000563,Books,Sci-Fi,277.097774279224,5,0.1,18.7496208277246
1902,DW-13505-20200815,2020-08-15,2020-08-19,First Class,DW-13505,Work from Home,STA-MIS-10004924,Stationary,Miscellaneous,15.6841489934931,4,0,1.37297792619289
1903,DK-12860-20211021,2021-10-21,2021-10-25,First Class,DK-12860,Corporate/Retail,BOO-ROM-10003953,Books,Romance,8.94446697143849,4,0.15,2.5418904463778
1904,DK-12860-20211020,2021-10-20,2021-10-24,First Class,DK-12860,Corporate/Retail,TEC-NET-10000155,Tech Products,Networking,123.327629299827,1,0.15,29.711455033101
1905,DK-12860-20211019,2021-10-19,2021-10-23,First Class,DK-12860,Corporate/Retail,STA-PEN-10003116,Stationary,Pens,37.734084287317,1,0.1,11.3382213168098
1906,MD-17885-20211015,2021-10-15,2021-10-19,First Class,MD-17885,Corporate/Retail,BOO-SCI-10002743,Books,Sci-Fi,1447.98888839125,10,0.5,2.6172892231702
1907,RP-19880-20200512,2020-05-12,2020-05-16,Low-Cost Shipping,RP-19880,Corporate/Retail,BOO-MYS-10001757,Books,Mystery,3.00808447090352,4,0.15,-1.05284697449767
1908,RP-19880-20200516,2020-05-16,2020-05-20,Low-Cost Shipping,RP-19880,Corporate/Retail,BOO-MYS-10000069,Books,Mystery,51.7462544763769,5,0.15,-31.8846811286382
1909,RW-19565-20190203,2019-02-03,2019-02-07,First Class,RW-19565,Corporate/Retail,TEC-MON-10004093,Tech Products,Monitors,37.3079395223474,6,0.1,16.1406090329486
1910,DB-13685-20211217,2021-12-17,2021-12-21,Low-Cost Shipping,DB-13685,Personal,TEC-MON-10001037,Tech Products,Monitors,5.5741559011429,4,0.1,12.7540172358765
1911,SC-20795-20201113,2020-11-13,2020-11-17,Low-Cost Shipping,SC-20795,Corporate/Retail,STA-PEN-10003832,Stationary,Pens,124.682903749904,2,0.1,75.9379765410822
1912,FH-14300-20210701,2021-07-01,2021-07-05,Second Class,FH-14300,Corporate/Retail,BOO-ROM-10001878,Books,Romance,372.219072339971,6,0,15.2840505037924
1913,FH-14300-20210703,2021-07-03,2021-07-07,Second Class,FH-14300,Corporate/Retail,STA-PAP-10003674,Stationary,Paper,91.4994403909686,2,0,94.7206356338291
1914,EH-14015-20180109,2018-01-09,2018-01-13,First Class,EH-14015,Personal,STA-PEN-10003628,Stationary,Pens,186.128229317285,7,0.5,62.2931413799429
1915,AS-10655-20210428,2021-04-28,2021-05-02,Low-Cost Shipping,AS-10655,Work from Home,BOO-HOR-10003190,Books,Horror,4.8687125723969,4,0.15,2.88628420976994
1916,AS-10655-20210429,2021-04-29,2021-05-03,Low-Cost Shipping,AS-10655,Work from Home,BOO-GRA-10002280,Books,Graphic Novels,7.65227860760788,5,0.1,1.17764379128002
1917,AS-10655-20210426,2021-04-26,2021-04-30,Low-Cost Shipping,AS-10655,Work from Home,BOO-HOR-10001569,Books,Horror,8.23446823476871,5,0.5,6.83240790894618
1918,HA-14930-20191102,2019-11-02,2019-11-06,Low-Cost Shipping,HA-14930,Personal,BOO-GRA-10001573,Books,Graphic Novels,2.64591474763488,4,0.15,1.70131048454212
1919,CH-12095-20191025,2019-10-25,2019-10-29,Second Class,CH-12095,Work from Home,STA-MIS-10001809,Stationary,Miscellaneous,582.808716037476,1,0.1,140.154608596368
1920,EH-13790-20210816,2021-08-16,2021-08-20,First Class,EH-13790,Corporate/Retail,BOO-MYS-10003091,Books,Mystery,327.863310005,7,0.15,223.97844436492
1921,EH-13790-20210813,2021-08-13,2021-08-17,First Class,EH-13790,Corporate/Retail,TEC-NET-10003981,Tech Products,Networking,424.444804765254,4,0.5,15.2069324265342
1922,MZ-17540-20190929,2019-09-29,2019-10-03,Low-Cost Shipping,MZ-17540,Corporate/Retail,BOO-SCI-10002562,Books,Sci-Fi,27.5751816739792,4,0.1,0.592919551961338
1923,SC-20255-20200708,2020-07-08,2020-07-12,Second Class,SC-20255,Corporate/Retail,STA-MIS-10004345,Stationary,Miscellaneous,1396.81730954485,8,0.1,45.2127276608599
1924,SC-20255-20200707,2020-07-07,2020-07-11,Second Class,SC-20255,Corporate/Retail,BOO-GRA-10000588,Books,Graphic Novels,41.4253449822556,2,0.1,0.537275486907288
1925,NP-18350-20211202,2021-12-02,2021-12-06,Second Class,NP-18350,Personal,BOO-ROM-10003039,Books,Romance,5.33446396205446,5,0.1,72.7196639408252
1926,LW-17015-20210305,2021-03-05,2021-03-09,Low-Cost Shipping,LW-17015,Corporate/Retail,STA-PEN-10001908,Stationary,Pens,229.073866948666,1,0.1,57.4919536993601
1927,GM-14705-20200605,2020-06-05,2020-06-09,Low-Cost Shipping,GM-14705,Personal,STA-MIS-10001198,Stationary,Miscellaneous,265.896364449844,2,0.1,27.6996031114274
1928,RH-19520-20211126,2021-11-26,2021-11-30,First Class,RH-19520,Personal,BOO-ROM-10004071,Books,Romance,16.86456846229,1,0.1,19.6469100326796
1929,VM-21710-20210311,2021-03-11,2021-03-15,Second Class,VM-21710,Work from Home,BOO-ROM-10001972,Books,Romance,8.2606388318773,3,0.1,4.15191244613638
1930,VM-21710-20210312,2021-03-12,2021-03-16,Second Class,VM-21710,Work from Home,BOO-SCI-10004180,Books,Sci-Fi,10.1683788937746,4,0.1,3.12481430543093
1931,VM-21710-20210316,2021-03-16,2021-03-20,Second Class,VM-21710,Work from Home,STA-MIS-10004165,Stationary,Miscellaneous,987.673822585356,5,0.15,85.9049364536781
1932,CC-12695-20201126,2020-11-26,2020-11-30,Second Class,CC-12695,Personal,STA-MIS-10002483,Stationary,Miscellaneous,328.17450233156,4,0.5,11.3555047981541
1933,SV-20390-20210801,2021-08-01,2021-08-05,Second Class,SV-20390,Personal,TEC-COM-10000468,Tech Products,Computer Equipment,111.164345219313,5,0.1,30.5071834940221
1934,SV-20390-20210803,2021-08-03,2021-08-07,Second Class,SV-20390,Personal,TEC-MON-10001706,Tech Products,Monitors,26.0430184722047,7,0.5,11.0973667051479
1935,LW-17015-20211127,2021-11-27,2021-12-01,Low-Cost Shipping,LW-17015,Corporate/Retail,BOO-ROM-10003129,Books,Romance,207.055287195278,4,0.5,45.5091904261101
1936,LW-17015-20211124,2021-11-24,2021-11-28,Low-Cost Shipping,LW-17015,Corporate/Retail,STA-PEN-10001284,Stationary,Pens,75.4434583402806,7,0.1,39.7056143837683
1937,NP-18710-20190524,2019-05-24,2019-05-28,Second Class,NP-18710,Work from Home,TEC-MON-10002268,Tech Products,Monitors,21.3424643720552,2,0.15,6.66717744468161
1938,JE-15740-20200705,2020-07-05,2020-07-09,Low-Cost Shipping,JE-15740,Personal,BOO-MYS-10002082,Books,Mystery,14.1801860683794,4,0,-8.27497430326486
1939,JE-15740-20200705,2020-07-05,2020-07-09,Low-Cost Shipping,JE-15740,Personal,BOO-SCI-10001505,Books,Sci-Fi,1.4179030244597,9,0.1,-0.372763822576862
1940,JE-15740-20200706,2020-07-06,2020-07-10,Low-Cost Shipping,JE-15740,Personal,BOO-MYS-10001634,Books,Mystery,7.26318488933127,6,0.1,-11.7136758505877
1941,JE-15740-20200707,2020-07-07,2020-07-11,Low-Cost Shipping,JE-15740,Personal,TEC-NET-10004287,Tech Products,Networking,1244.50413256195,2,0.15,128.547246273037
1942,CP-12110-20210828,2021-08-28,2021-09-01,First Class,CP-12110,Corporate/Retail,BOO-HOR-10004544,Books,Horror,52.6662882939415,6,0.5,8.26075733779481
1943,CP-12110-20210828,2021-08-28,2021-09-01,First Class,CP-12110,Corporate/Retail,BOO-SCI-10004507,Books,Sci-Fi,6.85351880313212,4,0.5,4.78236294689899
1944,CP-12110-20210827,2021-08-27,2021-08-31,First Class,CP-12110,Corporate/Retail,BOO-MYS-10002012,Books,Mystery,3.085501986883,8,0,-1.55127423794923
1945,EA-14060-20200617,2020-06-17,2020-06-21,Low-Cost Shipping,EA-14060,Corporate/Retail,STA-PEN-10001109,Stationary,Pens,184.128728084758,3,0,38.5430699529688
1946,EA-14060-20200616,2020-06-16,2020-06-20,Low-Cost Shipping,EA-14060,Corporate/Retail,BOO-ROM-10000809,Books,Romance,1.86332857559792,4,0.5,3.15261102186977
1947,AC-10640-20210902,2021-09-02,2021-09-06,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-GRA-10000658,Books,Graphic Novels,27.630181508821,4,0.5,2.64821284354762
1948,AC-10640-20210901,2021-09-01,2021-09-05,Low-Cost Shipping,AC-10640,Corporate/Retail,TEC-MON-10001196,Tech Products,Monitors,20.9133948527866,1,0.1,2.11012070369584
1949,AC-10640-20210829,2021-08-29,2021-09-02,Low-Cost Shipping,AC-10640,Corporate/Retail,TEC-MOB-10001889,Tech Products,Mobile Devices,6.90037430394031,3,0.5,-8.52882399022012
1950,AC-10640-20210827,2021-08-27,2021-08-31,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-CLA-10000358,Books,Classics,11.8270253946742,3,0.1,5.55678035274939
1951,AC-10640-20210831,2021-08-31,2021-09-04,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-MYS-10004970,Books,Mystery,2.01498057053214,10,0.1,0.966885663853699
1952,AC-10640-20210829,2021-08-29,2021-09-02,Low-Cost Shipping,AC-10640,Corporate/Retail,STA-MIS-10003885,Stationary,Miscellaneous,55.3317745797224,2,0.1,61.7316004319714
1953,AC-10640-20210827,2021-08-27,2021-08-31,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-HOR-10001641,Books,Horror,26.8904888068536,8,0.1,3.29895961126381
1954,AC-10640-20210829,2021-08-29,2021-09-02,Low-Cost Shipping,AC-10640,Corporate/Retail,TEC-NET-10003379,Tech Products,Networking,1761.93016549165,7,0.15,340.764883470441
1955,AC-10640-20210828,2021-08-28,2021-09-01,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-GRA-10004582,Books,Graphic Novels,4.0636483249589,5,0.1,3.84667895681753
1956,AC-10640-20210902,2021-09-02,2021-09-06,Low-Cost Shipping,AC-10640,Corporate/Retail,STA-PEN-10002842,Stationary,Pens,182.635882214791,4,0.1,27.7715031920959
1957,AC-10640-20210830,2021-08-30,2021-09-03,Low-Cost Shipping,AC-10640,Corporate/Retail,STA-PEN-10000109,Stationary,Pens,27.398594938805,5,0.5,69.5118956812616
1958,AC-10640-20210902,2021-09-02,2021-09-06,Low-Cost Shipping,AC-10640,Corporate/Retail,BOO-ROM-10003893,Books,Romance,16.742385111177,6,0.15,11.2943118205178
1959,RW-19715-20210908,2021-09-08,2021-09-12,Second Class,RW-19715,Personal,BOO-MYS-10003669,Books,Mystery,15.8546917303127,5,0.15,14.1250886499912
1960,RW-19715-20210910,2021-09-10,2021-09-14,Second Class,RW-19715,Personal,BOO-CLA-10004785,Books,Classics,5.85912322333295,2,0.15,19.7647142371905
1961,RW-19715-20210905,2021-09-05,2021-09-09,Second Class,RW-19715,Personal,STA-PEN-10003023,Stationary,Pens,20.7763958273168,4,0.15,6.94845987715769
1962,RW-19715-20210904,2021-09-04,2021-09-08,Second Class,RW-19715,Personal,STA-PEN-10002217,Stationary,Pens,54.2679408406531,5,0.15,12.2129494135652
1963,RW-19715-20210905,2021-09-05,2021-09-09,Second Class,RW-19715,Personal,BOO-MYS-10002954,Books,Mystery,3.66044792495911,5,0.5,5.91454668911867
1964,RW-19715-20210904,2021-09-04,2021-09-08,Second Class,RW-19715,Personal,BOO-ROM-10002586,Books,Romance,32.9324869783205,4,0.1,18.7726046912234
1965,RW-19715-20210907,2021-09-07,2021-09-11,Second Class,RW-19715,Personal,BOO-SCI-10000025,Books,Sci-Fi,474.805113001113,5,0.5,21.4846533222009
1966,RW-19715-20210905,2021-09-05,2021-09-09,Second Class,RW-19715,Personal,BOO-CLA-10003281,Books,Classics,12.4718724205605,1,0.1,4.71674260565003e-02
1967,DB-13235-20211217,2021-12-17,2021-12-21,Low-Cost Shipping,DB-13235,Personal,STA-MIS-10002103,Stationary,Miscellaneous,406.647972048798,2,0.5,71.7974122262277
1968,DB-13235-20211217,2021-12-17,2021-12-21,Low-Cost Shipping,DB-13235,Personal,BOO-NON-10000898,Books,Non-Fiction,26.9690285974576,4,0,29.0262189801378
1969,DB-13235-20211221,2021-12-21,2021-12-25,Low-Cost Shipping,DB-13235,Personal,BOO-ROM-10001144,Books,Romance,51.0881231902838,2,0.15,4.66605273715417
1970,BD-11345-20210917,2021-09-17,2021-09-21,Low-Cost Shipping,BD-11345,Personal,STA-PEN-10004659,Stationary,Pens,453.746714546063,6,0.5,152.289826717879
1971,ML-17780-20210505,2021-05-05,2021-05-09,Low-Cost Shipping,ML-17780,Work from Home,BOO-GRA-10004752,Books,Graphic Novels,4.66685182354293,5,0.1,4.37016745823672e-02
1972,ML-17780-20210503,2021-05-03,2021-05-07,Low-Cost Shipping,ML-17780,Work from Home,STA-PEN-10004659,Stationary,Pens,630.578610482136,6,0,30.1974211203267
1973,JD-16040-20181211,2018-12-11,2018-12-15,Low-Cost Shipping,JD-16040,Personal,BOO-MYS-10001249,Books,Mystery,4.65439444638379,3,0.5,-14.3350481214752
1974,JD-16040-20181213,2018-12-13,2018-12-17,Low-Cost Shipping,JD-16040,Personal,BOO-HIS-10003059,Books,Historical,5.66186928809757,1,0.5,0.670650189298217
1975,JD-16040-20181214,2018-12-14,2018-12-18,Low-Cost Shipping,JD-16040,Personal,STA-PEN-10002718,Stationary,Pens,24.8172083974446,2,0.15,-0.999392745893774
1976,AS-10250-20181018,2018-10-18,2018-10-22,Second Class,AS-10250,Corporate/Retail,BOO-SCI-10001522,Books,Sci-Fi,137.679128939735,2,0,15.5055141445991
1977,AS-10250-20181014,2018-10-14,2018-10-18,Second Class,AS-10250,Corporate/Retail,STA-MIS-10002352,Stationary,Miscellaneous,1148.33132368476,7,0.1,320.283607162507
1978,AS-10250-20181016,2018-10-16,2018-10-20,Second Class,AS-10250,Corporate/Retail,TEC-NET-10003774,Tech Products,Networking,874.983145366149,8,0.5,58.2261655438036
1979,AA-10400-20190508,2019-05-08,2019-05-12,Low-Cost Shipping,AA-10400,Personal,BOO-GRA-10000127,Books,Graphic Novels,7.66022524529235,1,0.1,0.660688035440418
1980,KT-16490-20200410,2020-04-10,2020-04-14,Low-Cost Shipping,KT-16490,Personal,TEC-NET-10004086,Tech Products,Networking,841.799616503173,3,0.15,122.422441665143
1981,KT-16490-20200411,2020-04-11,2020-04-15,Low-Cost Shipping,KT-16490,Personal,BOO-SCI-10001228,Books,Sci-Fi,55.5475499775921,3,0.5,0.635145382357749
1982,MM-18305-20191213,2019-12-13,2019-12-17,Second Class,MM-18305,Corporate/Retail,BOO-MYS-10004187,Books,Mystery,6.98254586626369,4,0.1,3.27650381846421
1983,NG-18455-20181128,2018-11-28,2018-12-02,Low-Cost Shipping,NG-18455,Personal,STA-MIS-10003811,Stationary,Miscellaneous,801.432010067262,6,0.1,45.4758289120709
1984,LW-16850-20181124,2018-11-24,2018-11-28,Second Class,LW-16850,Corporate/Retail,BOO-CLA-10000240,Books,Classics,589.355620550307,5,0,4.07992681164274
1985,LW-16850-20181123,2018-11-23,2018-11-27,Second Class,LW-16850,Corporate/Retail,TEC-MON-10001940,Tech Products,Monitors,38.5882970888327,2,0.5,14.5822777588259
1986,LW-16850-20181123,2018-11-23,2018-11-27,Second Class,LW-16850,Corporate/Retail,BOO-ROM-10000575,Books,Romance,17.9377571739111,6,0.15,15.8670247793093
1987,CB-12440-20200724,2020-07-24,2020-07-28,First Class,CB-12440,Personal,STA-CAR-10001449,Stationary,Card,2867.37830136731,3,0.15,284.562797740699
1988,AS-10115-20191106,2019-11-06,2019-11-10,Low-Cost Shipping,AS-10115,Personal,BOO-MYS-10002393,Books,Mystery,6.42866454512548,2,0.5,1.91647632202396
1989,AS-10115-20191105,2019-11-05,2019-11-09,Low-Cost Shipping,AS-10115,Personal,TEC-MOB-10002855,Tech Products,Mobile Devices,1211.16476240217,9,0,21.4128486104095
1990,AS-10115-20191106,2019-11-06,2019-11-10,Low-Cost Shipping,AS-10115,Personal,BOO-FAN-10000781,Books,Fantasy,28.7487080137592,2,0,10.7149788613409
1991,AS-10115-20191104,2019-11-04,2019-11-08,Low-Cost Shipping,AS-10115,Personal,BOO-ROM-10002160,Books,Romance,28.6451157277182,2,0.1,8.16237620234959
1992,CB-12440-20210218,2021-02-18,2021-02-22,Low-Cost Shipping,CB-12440,Personal,BOO-MYS-10004970,Books,Mystery,6.5030366825366,6,0.15,-0.992806811438316
1993,ML-17780-20210622,2021-06-22,2021-06-26,Low-Cost Shipping,ML-17780,Work from Home,BOO-HOR-10003923,Books,Horror,132.957368448637,8,0.1,35.1531169567148
1994,ML-17780-20210620,2021-06-20,2021-06-24,Low-Cost Shipping,ML-17780,Work from Home,BOO-GRA-10002257,Books,Graphic Novels,9.98309754493066,4,0.1,1.16810699276638
1995,ML-17780-20210619,2021-06-19,2021-06-23,Low-Cost Shipping,ML-17780,Work from Home,BOO-HIS-10004395,Books,Historical,18.4718719697706,5,0.15,-1.71868361770436
1996,JS-16055-20211202,2021-12-02,2021-12-06,Second Class,JS-16055,Personal,BOO-CLA-10002534,Books,Classics,138.172917440308,7,0.15,-577.214127101939
1997,JS-16055-20211201,2021-12-01,2021-12-05,Second Class,JS-16055,Personal,TEC-MON-10004020,Tech Products,Monitors,13.893978960277,6,0.5,-6.63563897282566
